p_name,policy_id,introduction,policy_type,support,operating_period,application_period,scale,p_region,p_age_max,p_age,p_region_income,p_education,p_major,p_employment,p_characteristic,detail,restriction,procedure,announcement,m_site,document,etc,a_name,m_name,a_site1,a_site2
대학생 학자금 이자지원 및 학자금 신용회복,R2021031100889,학자금 대출 이자지원 및 분할상환약정 초입금을 지원,"주거·금융, 학자금 지원",1. 재학기간 중 한국장학재단으로부터 대출받은 학자금에 대한 해당연도 본인부담 이자(이자지원)2. 학자금대출 장기연체로 신용유의자의 분할상환약정 초임금 5퍼센트 지원(신용회복지원),2021.01.01.~2021.12.31.,2020.10.~12.,"2,300명",대전,39,만 39세 이하,한국장학재단에서 학자금 대출을 받은 대학생 중대전광역시에 주민등록이 되어있고 대전광역시 소재 대학 재학생직계존속이 1년이상 대전광역시에 주민등록이 되어있고 대전광역시 외에 소재한 대학 재학생,"대학 재학, 대졸 예정, 대학 졸업",제한없음,제한없음,제한없음,-,1. 다른 기관이나 단체 개인 등으로부터 학자금 이자 명목으로 지원받은 자2. 고등교육기관에서 제적되거나 다른 시도로 전출한 자,대전시 홈페이지 온라인 접수,사업수행기관 심사 및 확정(11월),https://www.daejeon.go.kr,주민등록초본,-,대전광역시청 청년가족국 청년정책과,한국장학재단,https://www.daejeon.go.kr/drh/DrhContentsHtmlView.do?menuSeq=6359,https://www.daejeon.go.kr/
성동구 인재육성장학재단 운영,R2021031100542,장학재단 운영을 통해 기부금 등 장학재원을 확충하고 장학 사업을 활성화하여 우수한 지역인재 발굴·육성하고자 함,"주거·금융, 학자금 지원",장학금 지급,2021.01.01.~2021.12.31.,"상반기: 5월중, 하반기: 11월중","2019년 기준 20명, 2020년 56명",서울 성동구,999,제한없음,주민등록상 성동구 거주,고교 재학 고졸 예정 대학 재학,제한없음,제한없음,저소득층,"저소득층, 성적우수 고등학생, 대학생",타 장학금 중복 수혜자,"학교, 동주민센터 통해 구비서류 작성 후 제출",장학재단 이사회를 통해 대상자 심의,http://www.sdsf.or.kr,"장학금 신청서, 소득등 구비서류",-,성동구청 교육지원과 교육정책팀,양주시 청년센터,http://www.sdsf.or.kr,http://www.sdsf.or.kr
셋째 이상 자녀 교육비 지원,R2021031101419,다자녀 가정의 교육에 소요되는 경제적 부담을 경감하여 지역 인재양성에 기여,"주거·금융, 학자금 지원",학교급식비 및 방과후 수업료 지원,2020.01.01.~2020.12.31.,분기 별 상이,100명 내외,강원 태백시,999,제한없음,"지급기한일 기준 태백시 관내에 주민등록을 두고 6개월 이상 거주하고 있는 주민 중 셋째이상 자녀(초,종,고생)를 둔 부모
부모의 사망 등 부득이한 경우 셋째 이상 자녀를 실제로 양육하고 있는 세대를 같이하는 보호자",제한없음,제한없음,제한없음,제한없음,소급적용 기준 : 당해연도 소급적용,-,"1. 행정센터 방문하여 지원신청서 작성 후 증빙서류 포함하여 제출
2. 시에서 검토 후 장학금 지급",-,-,지원신청서,-,행정지원국 평생교육과,-,https://www.taebaek.go.kr/www/contents.do?key=438,https://www.taebaek.go.kr/
구례군 인재육성장학금,R2021021803136,글로벌 우수인재 양성으로 지역발전의 원동력 확보 및 학부모의 경제적 부담 완화,"주거·금융, 학자금 지원",선발 대학생 각 200만원(장학금) 지원,2020.01.01.~2020.12.31.,매년 상하반기 2회 공고,65명,전남 구례군,30,만 18세 ~ 30세,지원대상자 본인이나 그 보호자가 신청일 현재 구례군에 계속해서 주민등록을 두고 2년 이상 거주하는 만 30세 미만 재학 중인 학생,대학 재학,제한없음,제한없음,제한없음,해당 없음,"지원제외 대상자 - 국가장학금(한국장학재단), 정부, 지자체, 대학, 민간장학재단 등에서 동일 학기에 지원받은 장학금 총액이 등록금을 초과하거나 그 차액이 20만원 미만인 대학생 - 국가 등으로부터 학비 등을 지원받는 육군·해군·공군사관학교, 국방대학교, 국군간호사관학교, 경찰대학, 육군3사관학교 등 - 평생교육법에 의한 사이버대학(원격대학), 사내대학 - 정규 학제 기간*을 초과하여 재학 중인 대학생 * 소속 대학의 규정에서 정하고 있는 해당학과의 총 정규 이수학기",신청서 및 증빙서류를 지참하여 주소지 관할 읍면사무소에 방문 신청,접수마감 후 한달 이내 대상자 확정 장학금 지급,해당 없음,"1. 신청서, 행정정보공동이용사전동의서2. 지방세세목별과세증명3. 대학수능시험성적증명서, 등록금납부영수증, 재학증명서, 직전학기성적증명서, 개인정보수집이용및제공동의서, 학생명의통장사본 등",해당사항 없음,구례군청 평생교육과,-,https://www.gurye.go.kr/board/view.do?bbsId=BBS_0000000000000056&pageIndex=1&nttId=17055&menuNo=115004001000&searchCategory1=&searchCategory2=&searchCategory3=,https://www.gurye.go.kr/
정선장학회 장학금 지급,R2021031101490,지역의 인재를 장학생으로 선발하여 경제적 부담을 경감시켜 학업에 정진할 수 있는 계기를 마련하여 줌으로써 지역발전에 이바지할 인재로 육성,"주거·금융, 학자금 지원","연2회 (상,하반기) 장학금 지급",2021.01.01.~2021.12.31.,매년 1월 중순 ~ 2월 중순 경,370명,강원 정선군,999,제한없음,"학생 본인 또는 학생의 부,모,후견인(학생의 부·모 모두 사망한 경우에는 조부,모를 포함)의 주소가 정선군인 전문대 이상 대학의 신입생 및 재학생, 예체능 분야 등의 전국대회 및 국제대회에서 우수한 성적을 거둔 자",대학(교) 재학,제한없음,제한없음,제한없음,-,"전입 1년 이내인 자 및 강원학사, 향토학사 입사자는 제외",읍면행정복지센터 또는 장학회 사무국으로 신청서 제출,"매년 4월 정기이사회에서 심의 결정(성적, 재산, 가정사정 등 심사)",-,정선군 홈페이지에 접속하여 신청서 양식 다운,-,정선군 여성청소년과,정선군,https://www.jeongseon.go.kr/portal/partinfo/edu_employment,https://www.jeongseon.go.kr/portal/partinfo/edu_employment
노동자 자녀장학금 지원,R2021021803623,"관내 중소기업 근로자에게 자녀(고등학생, 대학생) 장학금을 지원하여 교육비 부담 경감","주거·금융, 학자금 지원","고등학생 연 100만원, 대학생 연 200만원 이내 등록금 지원(상.하반기 균분 지급)",2021.01.~2021.12.,매년 5월초,40명,경남 창원시,999,제한없음,창원시에 소재하고 있는 업체에 근무하고 관내에 주민등록이 되어 있는 노동자의 자녀로서 입학생 또는 재학 중인 자,고등학교 또는 대학 재학,제한없음,제한없음,제한없음,단 현재 학교 재학 중이어야 함,"학교, 국가.지방자치단체, 기업체 등으로부터 학비 전액을 보조받은 자",#NAME?,- 대상자 선정 : 6월중- 연 2회(6월/11월) 균등분할 지급,-,"장학금 지원 신청서, 장학생추천서 및 전학년 성적증명서, 재직증명서 및 노동자원천징수영수증",-,창원시청 경제일자리국 경제살리기과,해당없음,https://www.changwon.go.kr/,https://www.changwon.go.kr/
서울시 등록금 지원 장학사업(2개사업),R2021031100510,서울희망직업전문학교 장학금과 같이 대학과 직업전문학교에서 경제적 걱정없이 학업을 수행하도록 등록금을 지원하는 정책,"주거·금융, 학자금 지원",학기별 100만원(등록금),2021.03.~2021.12.,"3월, 5월","2,670명",서울,999,만 18세 이상,서울지역 대학 및 서울시민(자녀)인 타시도 대학 / 서울지역 직업전문학교,대학재학,제한없음,제한없음,저소득층,-,"등록금 초과, 초과학기",서울장학재단 홈페이지 신청,재단 심사 진행 후 발표,https://www.hissf.or.kr,"재(휴)학증명서, 소득증빙서류, 주민등록등본",-,서울시 교육정책과,서울장학재단,https://www.hissf.or.kr,https://www.hissf.or.kr
Yes 구미캠퍼스 지원,R2021021803437,관내 중소기업체 근로자 대상 전문학사 및 학사학위 지원,"주거·금융, 학자금 지원",관내 중소기업체 근로자 대상 전문학사 및 학사학위 지원,2021.01.01.~2021.12.31.,-,-,경북 구미시,39,만 19세 ~ 39세,구미 중소기업 근로자,제한없음,공학계열,-,-,-,-,공고문참고,개별통보,-,-,-,구미시청 경제기획국 신산업정책과,구미시,http://www.gumigh.or.kr,-
손해금(지연배상금) 감면제도,R2021021800089,학자금대출 연체로 신용유의 정보가 등록되어 정상적인 경제활동을 하지 못하여 고통을 받고 있는 사람을 대상으로 채무상환 부담을 경감해줌으로써 대학생의 안정적인 학업 수행 지원 및 지원의 사각지대 발생 최소화,"주거·금융, 학자금 지원","① (4구간 이하 대학생 취업 후 상환 학자금대출 전면 적용) 저소득층 대학생의 재학 중 상환부담을 줄이기 위해 학자금지원 4구간 이하(중위소득 월 4,388천 원 이하) 대학생에 취업 후 상환 학자금대출을 전면 적용하여 재학 중 학자금 상환을 유예하고, 무이자 생활비 대출을 지원② (상환기준소득 인상) 취업 후 상환 학자금대출의 상환기준소득*을 현행 2,174만 원에서 2021년에는 2,280만 원으로 인상③ (실직·폐업자 특별상환유예 지원 확대) 2021년부터 본인 또는 부모가 실직·폐업으로 급격히 경제적 여건이 안 좋아지는 경우, 일반상환 학자금대출의 상환을 3년간 유예할 수 있도록 지원④ (사망·심신장애인 채무면제 시행) 학자금대출 이후 사망하거나 장애를 얻은 경우, 소득·재산 및 장애 정도에 따라 학자금대출 채무의 전부 또는 일부를 면제",매년,"(1) 등록금대출 : 2021. 1. 6.(수) 9시 ~ 4. 14.(수) 14시(2) 생활비대출 : 2021. 1. 6.(수) 9시 ~ 5. 6.(목) 18시- 본 신청기간에는 주말 및 공휴일 신청 불가- 9시부터 24시까지 신청 가능(단, 등록금대출 마감일은 14시 마감/ 생활비대출, 전환대출, 분납연계대출 마감일은 18시 마감)- 학부생의 경우 학자금 지원구간 확인을 위해 조기 신청 필수(가족관계 확인 및 가구원 정보제공 동의 완료 후 8주 내외 소요)",153만 명에게 827억 원의 상환부담 경감 지원,중앙부처,999,제한없음,"(1) 대상자국내 고등교육기관 자세히보기 대학생(재학생 및 입학, 복학예정자 포함)으로 대한민국 국민(주민등록 상 해외이주 신고자 , 영주권자 및 재외국민 제외*)* 1) 단, 국내 거주 중인 재외국민은 일반 상환 학자금대출 허용  2) 해외이주 포기 또는 대학민국에 영주귀국 후 주민등록한 경우 학자금대출 가능(2) 연령대출신청일 현재 만 35세* 이하* 만 45세 이하인 전문대학교 계약학과(채용조건형에 한함)에 입학 또는 재학 중인 학부생은 취업 후 상환 학자금대출 가능* 대학의 평생교육체제 지원사업 선정대학, 재직자 특별전형, 학사학위 전공심화과정 중 학위과정에 입학 또는 재학 중인 학부생으로서1) 현재 재직 중인 선취업 후진학자 또는 2) 중소기업 재직자에 대해 만 45세까지 취업 후 상환 학자금대출 가능(3) 성적 및 이수학점 기준 1)신입생군 - 신입생, 편입생, 재입학생 - 해당 대학의 입학 허가로 성적기준 및 이수학점 기준 통과 - 학점은행제, 비학위과정의 경우, 학자금대출 제한 2) 재학생 - 직전학기 성적 70/100점 이상, 직전학기 이수학점 12학점 이상* 이수* 단, 소속 대학의 학기당 최저이수학점이 12학점 미만인 경우 대학 학사규정에 따름* 학점은행제로 취득한 학점 불인정(시간제, 전일제)","대학교 재학생 및 입학, 복학예정자 포함",제한없음,제한없음,제한없음,-,"(1)신입생군 대출자 중 대학을 미등록하고 해당 학기 학자금대출을 상환하지 아니한 자(2)신입생군 대출자 중 최초 대출 실행 대학과 최종 등록한 대학의 등록금 차액을 상환하지 않은 자(다만, 상환해야 할 금액이 10만 원 이하인 경우 제외)(3)신·편입생 추가대출 이용자 중 학적 변동 등에 따른 원리금 미반환자(4)학자금 중복지원자로 확인된 자(5)학적 변동 또는 장학금 수령 등 사유로 인해 상환해야 할 등록금대출을 상환하지 아니한 자(다만, 상환해야 할 대출금이 2만원 이하인 경우 제외)(6)대학 등록 전 생활비대출 실행 후 대학 미등록하고 생활비대출을 반환하지 아니한 자(7)부실자료 제출자로서 대출제한 기간이 경과되지 아니한 자대출금 지급 전 부실자료제출 사실 발견 시: 발견일로부터 2년대출금 지급 후 부실자료제출 사실 발견 시: 발견일로부터 3년(8)재외국민 국외 소득·재산 신고결과 모니터링 결과에 따른 학자금 지원 제한자(서류 위·변조) 부실자료 제출자 제한기준 적용(소명 거부, 불성실 신고 등) 학자금 지원구간 산정지침의 경고 누적(횟수별)에 따라 일정기간 제한(1회 적발) 경고(2회 적발) 취업 후 및 일반 상환 학자금대출 1회 제한(3회 적발) 취업 후 및 일반 상환 학자금대출 3년 제한※ 단, 기초생활수급자 및 차상위계층으로 확인된 경우에는 학자금대출 지원(9)대출 부적격자(학자금대출 관련 사기 및 범죄행위 연루자 등)",(1) 대출준비- 학자금대출 신청을 위해 해당 은행 공동인증서 발급(2) 대출신청- 일반/취업 후/농어촌 학자금대출 신청서 작성(3) 금융교육- 학자금대출 신청 시 온라인 금융교육 이수(필수)(4) 신청완료- 대출승인을 위해 학부생의 경우 가구원 정보제공 동의 필요(5) 서류제출- 학자금 지원구간 파악을 위한 가족정보 관련 서류 제출(필요 시 제출)(6) 대출승인- 대출심사 결과 확인 및 심사요건미달자 특별승인(7) 대출실행- 공동인증서를 통해 등록금/생활비 대출금 개별 지급실행,한국장학재단 접속 - 손해금(지연배상금)감면 약정신청 - 약정초입금 입금 - 재산조사 실시 - 상환일정에 따라 매월 납입일에 상환 진행,https://www.kosaf.go.kr/ko/tuition.do?pg=tuition07_02,"아래 두가지 방법 가운데 선택하시어 서류 제출※서류 제출방법  1) 모바일 제출 (권장)    ○ 경로 : 스마트폰을 통해 [한국장학재단 앱] 다운>좌측상단 메뉴 ≡ 버튼>서류제출>사진파일 업로드  2) 온라인 제출    ○ 경로 : [한국장학재단 홈페이지(www.kosaf.go.kr)] 접속>학자금대출>학자금대출 신청>서류제출 현황>우측하단의 [서류제출] 버튼 클릭 후 이미지파일 업로드※ 서류 제출 시 유의사항 1) 서류제출대상자 여부를 먼저 확인!→ 서류제출대상자 여부는 신청 후 1일~2일 이내(휴일제외)에, 홈페이지에서 확인 가능* 만약 서류제출현황 상태가 필수서류완료 또는 선택서류완료로 표시될 경우라면 해당서류를 제출하실 필요 없음     ○ 경로 :  [한국장학재단 홈페이지(www.kosaf.go.kr)] 접속 후>학자금대출>학자금대출 신청>서류제출 현황 2) 모든 서류는 학생의 학자금 신청일 전 1개월부터 발급된 서류만 인정 (인터넷발급 서류 인정) 3) 제출하는 서류 상의 주민번호는 13자리 숫자 모두 확인 가능하여야 함     (숫자대신 *표시가 있을경우 본인확인 불가하오니 참고) 4) 선택서류 미제출 시, 필수서류 기준으로 학자금 지원구간 심사 진행됨",-,교육부 대학재정장학과,한국장학재단,https://www.kosaf.go.kr/ko/tuition.do?pg=tuition07_03,http://www.kosaf.go.kr
2022년 상반기 경기도 대학생 학자금 대출이자 지원 사업,R2022012501423,경기도 대학생을 대상으로 학자금 대출이자를 지원하는 사업,"주거·금융, 학자금 지원",경기도 대학생을 대상으로 학자금 대출이자를 지원,2021.12.28.~2022.02.04.,2021.12.28.~2022.02.04.,-,경기,999,제한없음,"본인 또는 직계존속이 2020. 12. 28. 이전부터 1년 이상 계속 경기도에 거주(주민등록)한 대학(원)생,미취업 졸업생",재학생,제한없음,제한없음,제한없음,,,경기도청 접수센터(https://apply.gg.go.kr/)에서 온라인 신청,결과발표 및 이자지급: 2022년 6월 예정(안내 문자메시지 발송 예정),https://apply.gg.go.kr/,"- 필수: 주민등록초본
- 해당: 재학(휴학)증명서, 졸업(수료)증명서, 건강보험자격득실확인서",,경기도청,경기도청 청년정책과,https://www.seongnam.go.kr/city/1000052/30001/bbsView.do?currentPage=1&searchSelect=title&searchWord=대학&searchOrganDeptCd=&searchCategory=&subTabIdx=&idx=249948,
2022년 경기도민회장학회 장학생,R2022012501422,경기도 학생을 대상으로 장학금 지원,"주거·금융, 학자금 지원","지급액 상이
<장학생(성적,소득)>
- 대학생: 4백만원
- 전문대생: 3백만원
- 사이버대생: 8십만원
- 방통대생: 4십만원
<특기생>
- 체육: 1백만원
- 예능: 1백만원",2022.02.07.~2022.02.18.,2022.02.07.~2022.02.18.,-,경기,999,제한없음,"- 경기도내 연속 거주 3년 이상(부모기준, 2019.02.19. 이후)
- 대학생은 직전학기(2021년도 2학기) 학업성적이 12학점 이상 취득하고 평점평균 B학점(3.0) 이상이거나, 신입생인 경우 수능성적표상의 과목별 백분위 표시가 평균 80점 이상이거나, 고교 3학년 내신 성적(1, 2학기 중 선택) 전과목 평균 80점 이상인 경우 신청가능
- 예체능 특기생은 2021년도 전국 및 광역시, 도단위 이상 대회 수상한 실적이 반드시 있는 학생(고교생도 신청가능)",재학생,제한없음,제한없음,제한없음,,,"(장학생) : 경기도민회장학회 사무실(등기우편으로 접수)
→ 서울시 서초구 서초중앙로 63, 1102호(리더스빌딩) 우편번호 06651
(특기생) : 등기우편으로 접수
- 예능 : 예총경기도연합회 (수원시 팔달구 인계로 178, 경기문화재단 6층 : 031-239-6457)
- 체육 : 경기도체육회 (수원시 장안구 장안로 134, 7층 경기도체육회(경기도체육회관) : 031-250-0455)",-,우편접수,2022년 경기도민회 장학생 선발지침 참조,문  의 : 경기도민회장학회사무처( 02)2055-2320),경기도,경기도민회 장학회사무처,https://www.anyang.go.kr/main/selectBbsNttView.do?key=259&bbsNo=62&nttNo=297791&searchCtgry=&searchKrwd=&pageIndex=1&integrDeptCode=,http://www.ggdm.kr/
법학전문대학원 장학금 지원,R2021031101381,지역 내 전문법률가 양성을 통한 대학 경쟁력 강화 및 지역발전 도모,"주거·금융, 학자금 지원","장학금 지원(6명, 연 2회 / 학기당 5백만원)",2021.01.01.~2021.12.31.,2회(상하반기),6명,강원 춘천시,999,제한없음,지역 고교 출신 법학전문대학원생,대학 재학,법학전문대학원생,미취업자,제한없음,-,-,장학생 추천(강원대 법학전문대학원→춘천시) : 2회(상·하반기)장학금 지급(춘천시→법학전문 대학원생) : 2회(상·하반기),적격여부 확인 후 통보,-,-,-,대외협력담당관,강원대학교 법학전문대학원,-,-
인문 100년 장학금,R2022012601482,인문사회계열의 우수인재가 학업에 전념할 수 있는 환경을 조성함으로써 학문후속세대로의 성장 도모,"주거·금융, 학자금 지원","(1)전공탐색유형
- 지원대상: 대학교 인문사회계열 학과(부) 1학년 재학생
- 등록금 전액 지원 인정범위: 입학금, 수업료로 명시된 항목만 지원
- 생활비 지원: 학기당 200만원 지원
-기초생활수급자인 경우 학기당 200만원 추가 지원
- 지원 기간: 대학 재학 중 최대 4년(정규학기 내 최대 8학기)
(2)전공확립유형
- 지원대상: 대학교 인문사회계열 학과(부) 3학년 재학생
- 등록금 전액 지원 -인정범위: 입학금, 수업료로 명시된 항목만 지원
- 생활비 지원: 학기당 200만원 지원
-기초생활수급자인 경우 학기당 200만원 추가 지원
- 지원 기간: 대학 재학 중 최대 2년(정규학기 내 최대 4학기)",,-,"(공통) 1유형: 등록금 전액, 생활비 200만원/학기 , 1유형: 등록금 전액
(기초생활수급자 추가) 1유형: 생활비 200만원/학기, 2유형: 생활비 200만원/학기",중앙부처,999,제한없음,"(1)신규장학생: 국내 4년제 대학의 인문사회계열 학과, 학부에서 아래 요건의 선발, 추천받은 자
-(전공탐색유형(4년 지원)) 1학년 재학생
-(전공확립유형(2년 지원)) 3학년 재학생
(2)계속장학생(일반): 인문 100년 장학생으로 선발되어 중간평가(2+2) 대상자가 아닌 1~4학년 계속장학생
- 신청기준: 직전 정규학기 취득 성적 및 이수학점 기준 충족자
- 성적기준: 백분위 87점 이상 또는 평점 3.50이상(4.5만점) 또는 3.30이상(4.3만점)
(3)계속장학생(중간평가(2+2)): 4년제 대학 재학생 기준 학업 수행 2년 경과 후 추후 추가 2년 지원받기 위한 중간 평가
- 신청대상: 09년 이후 인문 100년 장학생으로 기선발된 학생 중 3학년 진급자
- 성적기준(2년간): 백분위 87점 이상 또는 평점 3.5이상(4.5만점) 3.3이상(4.3만점)
(4)계속장학생(학업장려비 지원 대상자)
- 15~17년 선발자 중 인문 100년 장학생으로 선발된 계속장학생
- 진도보고서, 교수평가서 및 대학 자체평가 통과자
(5)계속장학생(생활비 지원 대상자): 생활비 명목의 장학금 지원 대상자 아래 요건을 모두 충족할 경우 신청 가능
- 신청대상: 18~19년 인문 100년 장학생으로 선발된 계속장학생
-신청기준: 계속지원기준 충족자 중 전인적 인재성장 결과보고서 제출 및 대학추천 완료 시
(6)일시 지원 대상자
- 인문사회계열 학과(부)에 재학 중인 3~4학년 우수학생
- 3~4학년 중 해당 대학 자체선발규정에 의거 선발·추천된 자",대학 재학 중,제한없음,제한없음,제한없음,"소득수준이 낮을수록 가점을 부여하고, 학업성적 및 학생역량을 고려하여 대학 자체선발","- 선발년도 현재 인문 100년 장학생 자격 유지자 또는 기존 인문 100년 장학생으로 선발된 후 영구 탈락된 학생
- 한국장학재단에서 운영 중인 우수장학금 기수혜자
- 계약학과(등록금 전액,일부 지원) 선발 제외
- 국가유공자, 보훈대상자, 탈북대학생 등 등록금 전액을 지원받는 면제대상자는 등록금 학생부담분 등 지원","한국장학재단 홈페이지 접속 - 장학금 탭 선택 - 장학금 신청 탭 클릭(로그인) - 신청서 작성 화면 내 인문100년장학금 선택 - 필요 요건 작성 후 신청
(1)전공탐색유형: (학생)재단 홈페이지에 사전 신청, (대학)관리자 포털에 신청 - (재단)대학별 인원 배정 - (학생)최종신청(대학에 필수서류제출), (대학)장학생 선발(자체선발기준 적용)
(2)전공확립유형: (학생)재단 홈페이지에 사전 신청, (대학)관리자 포털에 신청 - (재단)대학별 인원 배정 - (학생)최종신청(대학에 필수서류제출), (대학)장학생 선발(자체선발기준 적용)",-,https://www.kosaf.go.kr/ko/scholar.do?pg=scholarship05_07_01,"- 공통(복지정보): 기초생활수급자 증명서
- 신규장학생: 학업계획서, 전인적인재성장계획서
- 계속장학생(중간평가(2+2)): 중간평가서
- 계속장학생(학업장려비): 진도보고서, 교수평가서
- 계속장학생(생활비): 전인적 인재성장 결과보고서",-,한국장학재단 우수장학부,한국장학재단,https://www.kosaf.go.kr/ko/scholar.do?pg=scholarship05_07_01,http://www.kosaf.go.kr
대학입학장학생 장학금,R2021021803530,"대학입학생들의 안정적 생활을 돕고, 지역사회 중추적인 역할을 수행할 지연인재 육성 지원","주거·금융, 학자금 지원",생활비 성격의 학자금 지원1인당 200만원,4월,매년 초(3월경),250명,경남,999,제한없음,"부모님 1년이상 도내거주, 중위소득 60프로이하의 가구, 성적 수능 또는 수시 3등급이내",대학 재학,제한없음,제한없음,제한없음,-,-,경상남도청 홈페이지 접속하여 신청서 및 증빙서류 양식 다운,-,-,"연수신청서, 성적증명서, 합격증 또는 등록금 납입영수증",-,경상남도 통합교육추진단,경상남도 장학회,https://www.gyeongnam.go.kr/index.gyeong?menuCd=DOM_000000133002003003,https://www.gyeongnam.go.kr/index.gyeong
중소기업취업연계장학금(희망사다리장학금 I 유형),R2022012601483,"중소, 중견기업 취업희망자 및 예비 창업자를 위한 장학금","주거·금융, 학자금 지원",등록금: 학기당 등록금 전액 지원 - 취·창업 지원금: 학기당 200만원 지원,2013년~계속,-,"6,200명",중앙부처,999,제한없음,"(1)대상대학
- 고등교육법 제2조 제1호, 제2호, 제4호에 해당하는 대학, 산업대학, 전문대학
- 특별법에 의해 설립된 대학 중 국립대법인, 과학기술원, 전통문화대
(2)장학생 신청 자격
- 대한민국 국적으로 일반대 3학년 이상, 전문대 2학년 이상 재학 중인 자 *단, 조기취업형 계약학과 학생의 경우 1학년에 한해 지원 가능
- 전문대 장학생은 졸업 후 전공심화 또는 4년제 편입에 한해 추가 지원 허용
- 직전 학기 성적이 100점 만점의 70점 이상인 자 *단, 신·편입(재입학)생은 성적 심사 제외
- 직전 학기 대학별 최소이수학점 이상 이수
- 대학 학칙에 산출된 백분위 점수 70점 이상
*지원한 프로그램에 따라 아래 취업 및 창업 기준을 달성해야 함
- 취업지원형: 중소 및 중견기업(3년 평균 매출액 5,000억 원 미만) 근무
- 창업지원형: 6개월 간 약 548,349원 이상 매출액 발생
- 의무사항 요건: 학적유지(장학금을 수혜한 학기 이수 필수), 졸업 후 의무재직(수혜학기x6개월 간 재직 유지), 수혜학기별 보증보험 가입 필수",대학 재학 중인 자,제한없음,제한없음,"중소(중견)기업 취업 희망자, 예비창업자","- 선발된 장학생은 향후 별도 신청없이 계속장학생으로 심사 및 진행되며, 계속장학생 요건 충족시 장학금 지원
- 의무사항: 보증보험 가입, 학적유지, 직무기초교육이수, 의무재직 이행
 * 취창업 지원금은 해당 학기 직무기교육 이수자에 한해 지원하며, 미이수 시 해당 학기부터 미지원","- 대학기본역량진단평가(구,대학구조개혁평가)에서 재정지원제한 2유형(구,E등급)으로 분류된 대학
- 계약학과 학생은 지원 대상에서 제외되나, 조기취업형 계약학과 학생은 1학년에 한해 지원 가능
- 타 장학금과의 이중수혜 불가 
- 국가교육근로장학금 제외
- 일자리사업 중복지원 금지 
- 중복지원의 범위는 고용노동부에서 정함",참여 대학신청 - (학생) 재단 홈페이지 신청 - (학생) 온라인사전교육 이수,참여대학 신청(대학) - 장학금 신청(학생) - 선발 - 장학금 지급,http://www.kosaf.go.kr,"유관사업 참여 증빙서류, 창업강의 이수 내역(창업지원형의 경우 해당)",-,한국장학재단,한국장학재단,https://www.kosaf.go.kr/ko/scholar.do?pg=scholarship05_14_01&ttab1=0,http://www.kosaf.go.kr
학자금대출 신용회복지원,R2021021803558,"학자금대출 장기연체로 신용유의정보 등록 청년의 초입금 지원, 신용유의정보 해제 등","주거·금융, 학자금 지원",학자금대출 분할상환약정 초입금(채무원금 5퍼센트)지원,2021.02.25.~예산소진시,2021.2.25.~예산 소진 시,150명,경남,39,만 19세 ~ 39세,경남도내 학자금대출 부실채무자,제한없음,제한없음,제한없음,제한없음,"지연배상금 전액감면, 신용유의 정보해제, 법적조치 유보 등",-,신청서 작성 후 주민등록 초본과 동봉하여 우편발송,사업신청자 한국장학재단에서 선정 후 문자 발송,https://www.gyeongnam.go.kr/board/view.gyeong?boardId=BBS_0000057&menuCd=DOM_000000104001001000&dataSid=41505769,"사업신청서, 주민등록초본",-,경남도청 청년정책추진단,해당없음,https://www.gyeongnam.go.kr/board/view.gyeong?boardId=BBS_0000057&menuCd=DOM_000000104001001000&dataSid=41505769,http://www.youthonna.com/web/
4H 산업정보 현장학습 지원,R2021021803645,"미래의 농업, 농촌을 이끌어 나갈 4-H회원들에게 산업정보 현장을 체험하여 새로운 시대적 여건 변화에 대처할 수 있는 능력과 자질 함양","주거·금융, 학자금 지원",산업정보 현장에 대한 체험 학습 기회 제공,2021.01.~2021.12.,상시,20명,경남 진주시,999,제한없음,진주시 4-H연합회 회원,제한없음,제한없음,제한없음,농업인,-,-,진주시 4-H연합회 문의,-,-,현장학습 계획서 및 관련자료 제출,-,진주시 농업정책과,해당없음,http://www.korea4-h.or.kr,http://www.jinju.go.kr
